NHD_new,VALUE_11,VALUE_21,VALUE_22,VALUE_23,VALUE_24,VALUE_31,VALUE_41,VALUE_42,VALUE_43,VALUE_52,VALUE_71,VALUE_81,VALUE_82,VALUE_90,VALUE_95,SUM,LDI_streams_no_water,LDI_streams,LkAcres,Perimeter,BASIN_NAME,M_BASIN_ID,M_BAS_NAME,PWL_ID,NAME,BASIN,Ws_Acres,LAKE_ID,Location_I,Long,Lat,Region,County,Type,LocType
W02020004002958,30600,46800,4500,0,0,0,397800,501300,342000,8100,1800,0,0,844200,25200,2202300,1.146784086,1.144745039,7.243441334,777.5814711,Mohawk River Main Stem,12,Mohawk River Basin, , , ,2048.042969,1201UWB0709F,1201UWB0709F_C,-74.6316986,43.0987015,5,Fulton,Lake,Centroid
W02020004002937,4319100,405000,71100,8100,0,900,7036200,2022300,2459700,5400,97200,6300,0,5301900,423000,22156200,1.177959534,1.143268385,865.629,25507.50898,Mohawk River Main Stem,12,Mohawk River Basin,1201-0050,"Lily, Canada, Stewarts Land, West Lakes",Mohawk River,26565.26953,1201CAN0717,1201CAN0717_C,-74.5292969,43.1654015,5,Fulton,Lake,Centroid
W02020004002789,45000,0,0,0,0,0,14400,900,25200,0,5400,0,0,900,900,92700,1.272830189,1.140399137,21.5028,1221.850113,Mohawk River Main Stem,12,Mohawk River Basin,1201-0190,"Barto Lake, Mud Pond",Mohawk River,198.6772614,1201BAR0787,1201BAR0787_C,-74.6921005,43.3765984,5,Hamilton,Lake,Centroid
W04140102001167,6300,10800,2700,900,0,0,277200,44100,0,0,0,0,0,220500,71100,633600,1.139167862,1.137785669,22.9157,2157.281809,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs., , , ,579.6256104,0303UWB5055,0303UWB5055_C,-75.7711029,43.7252998,6,Lewis,Lake,Centroid
W04140102001258,228600,18900,0,0,0,900,60300,54900,17100,900,9900,0,0,596700,57600,1045800,1.175297357,1.136980302,73.3379,4176.503739,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs.,0303-0092,Long Pond,Lake Ontario,1395.550781,0303LON0049,0303LON0049_C,-75.9601974,43.4319,7,Oswego,Lake,Centroid
W02020004002770,46800,0,0,0,0,0,9000,46800,1800,0,8100,0,0,29700,1800,144000,1.200833333,1.135569444,16.4862,1457.80777,West Canada Creek,12,Mohawk River Basin,1203-0065,"Sucker Pond, Three Mile Vly",Mohawk River,226.8965759,1203THR0871,1203THR0871_C,-74.8299026,43.4810982,6,Herkimer,Lake,Centroid
W04120101000811,37800,7200,900,0,0,0,350100,10800,117000,0,0,8100,0,0,0,531900,1.142969035,1.132810679,12.6751,969.9481908,Lake Erie West End (Silver Creek to Pa. Line),1,Lake Erie-Niagara River Basin,0105-0029,Minton Reservoir,Lake Erie-Niagara River,437.7637939,0105MIN0165A,0105MIN0165A_C,-79.575798,42.296299,9,Chautauqua,Lake,Centroid
W04140102001223,5046300,2388600,138600,19800,5400,77400,90939600,4905000,2775600,314100,566100,704700,16200,35114400,3587400,146599200,1.137417806,1.132687559,171.402,6305.78441,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs.,0303-0067,Lower Salmon River Reservoir,Lake Ontario,125122.5938,0303LIG0018A,0303LIG0018A_C,-75.9623032,43.5265007,7,Oswego,Lake,Centroid
W04140102001263,179100,0,0,0,0,2700,900,4500,0,2700,3600,0,0,36900,6300,236700,1.5415625,1.131791297,57.1435,2256.609337,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs.,0303-0091,Coan Pond,Lake Ontario,418.5161133,0303COA0048,0303COA0048_C,-75.9756012,43.406601,7,Oswego,Lake,Centroid
W04130001001354,278100,2700,5400,900,0,0,9000,0,3600,0,2700,900,0,174600,28800,506700,1.287795276,1.129842116,130.106,3820.711593,Lake Ontario Western Section,3,Lake Ontario & Minor Tribs., , , ,500.7105408,0301UWB5468,0301UWB5468_C,-78.3779984,43.1371994,8,Orleans,Lake,Centroid
W04140102001214,4526100,2314800,131400,19800,5400,53100,89785800,4709700,2640600,289800,544500,580500,16200,34646400,3550500,143814600,1.13190883,1.127757432,2637.35,55123.36305,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs.,0303-0069,Salmon River Reservoir,Lake Ontario,122551.125,0303SAL0019A,0303SAL0019A_C,-75.8947983,43.5480003,7,Oswego,Lake,Centroid
W02020004002967,252000,0,0,0,0,0,851400,156600,64800,0,103500,0,0,475200,81900,1985400,1.143899273,1.125635136,65.1788,3753.586387,Mohawk River Main Stem,12,Mohawk River Basin,1201-0147,St. Johnsville Reservoir,Mohawk River,2846.965576,1201STJ0698B,1201STJ0698B_C,-74.5523987,43.0653992,5,Fulton,Lake,Centroid
W02020004002808,22500,0,0,0,0,0,19800,17100,1800,0,4500,0,0,14400,9000,89100,1.162837838,1.121728395,14.8862,1459.278953,West Canada Creek,12,Mohawk River Basin, , , ,123.1196671,1203UWB0843D,1203UWB0843D_C,-74.783699,43.3569984,5,Hamilton,Lake,Centroid
W04120104001034,24300,0,0,0,0,0,1800,0,0,0,900,3600,0,65700,2700,99000,1.161084337,1.121555556,7.715616035,709.2416316,Tonawanda Creek,1,Lake Erie-Niagara River Basin, , , ,21.8282413,0102UWB5205,0102UWB5205_C,-78.6215973,43.1360016,9,Niagara,Lake,Centroid
W02020004002858,77400,0,0,0,0,0,12600,27900,101700,0,11700,0,0,3600,0,234900,1.179028571,1.120042571,13.6012,1102.481637,West Canada Creek,12,Mohawk River Basin, , , ,359.348114,1203UWB0832A,1203UWB0832A_C,-74.7233963,43.2902985,5,Hamilton,Lake,Centroid
W04140102001166,36000,10800,2700,900,0,1800,580500,44100,0,0,17100,0,0,402300,97200,1193400,1.122418351,1.118726328,8.992270444,1229.325353,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs., , , ,1223.904663,0303UWB5054,0303UWB5054_C,-75.7839966,43.7326012,6,Jefferson,Lake,Centroid
W04140102001212,45000,0,0,0,0,0,16200,0,0,4500,1800,0,0,9000,0,76500,1.283428571,1.116718954,18.7213,1656.399271,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs., , , ,123.7990341,,,0,0,0,,,
W02020004002847,25200,0,0,0,0,0,2700,0,15300,0,2700,0,0,9900,0,55800,1.212647059,1.116630824,9.283849874,777.9438856,Mohawk River Main Stem,12,Mohawk River Basin,1201-0183,Hart Vly Lake,Mohawk River,163.3447723,1201HAR0752,1201HAR0752_C,-74.5848007,43.2780991,5,Hamilton,Lake,Centroid
W04130001001384,0,0,0,0,0,0,3600,0,0,0,0,2700,0,43200,14400,63900,1.115774648,1.115790297,13.6546,1333.957643,Lake Ontario Western Section,3,Lake Ontario & Minor Tribs., , , ,152.1828613,,,0,0,0,,,
W04130001001385,0,0,0,0,0,0,3600,0,0,0,0,2700,0,43200,14400,63900,1.115774648,1.115790297,15.7403,989.1400682,Lake Ontario Western Section,3,Lake Ontario & Minor Tribs., , , ,77.0965805,0301UWB5572,0301UWB5572_C,-79.0271988,43.2459984,9,Niagara,Lake,Centroid
W02020004002874,32400,0,0,0,0,0,25200,8100,32400,0,5400,0,0,8100,1800,113400,1.160666667,1.114770723,10.4568,1143.034699,Mohawk River Main Stem,12,Mohawk River Basin, , , ,124.0126953,1201UWB5283,1201UWB5283_C,-74.4513016,43.2243004,5,Fulton,Lake,Centroid
W02020004002970,149400,19800,900,0,0,0,125100,495000,154800,1800,11700,0,0,436500,5400,1400400,1.122359712,1.109306627,40.0991,2817.3554,Mohawk River Main Stem,12,Mohawk River Basin,1201-0120,Cork Center Reservoir,Mohawk River,2291.445557,1201COR0664,1201COR0664_C,-74.4645996,43.0414009,5,Fulton,Lake,Centroid
W02020004002923,403200,63000,9900,2700,0,900,2389500,373500,821700,3600,33300,900,0,793800,185400,5081400,1.117070027,1.107780927,7.236946124,1322.305861,Mohawk River Main Stem,12,Mohawk River Basin, , , ,6022.023438,,,0,0,0,,,
W02020004002743,46800,0,0,0,0,0,14400,56700,0,0,5400,0,0,0,0,123300,1.170117647,1.105555556,9.394196973,954.2341533,West Canada Creek,12,Mohawk River Basin,1203-0001,"Buck Ponds, White Birch Lake",Mohawk River,158.2339935,1203WHI0865,1203WHI0865_C,-74.5700989,43.4799004,5,Hamilton,Lake,Centroid
W04130001001237,0,0,0,0,0,0,1800,0,0,0,0,3600,0,0,88200,93600,1.105384615,1.105395299,16.6353,1815.920573,Lake Ontario Western Section,3,Lake Ontario & Minor Tribs., , , ,45.6134911,0301UWB5350,0301UWB5350_C,-77.6790009,43.273201,8,Monroe,Lake,Centroid
W02020004003008,18900,0,0,0,0,0,71100,6300,1800,9000,900,0,0,0,0,108000,1.127373737,1.105092593,6.596826567,827.77526,Mohawk River Main Stem,12,Mohawk River Basin,1201-0202,Graffenburg Reservoir,Mohawk River,388.9001465,1201GRA0952,1201GRA0952_C,-75.2100983,43.0466995,6,Herkimer,Lake,Centroid
W04140102001260,27000,13500,0,0,0,0,118800,183600,2700,0,900,0,0,329400,122400,798300,1.106429405,1.102831016,29.0998,2167.359865,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs., , , ,806.1439209,0303UWB5177,0303UWB5177_C,-76.0263977,43.4393005,7,Oswego,Lake,Centroid
W02020004002762,55800,0,0,0,0,0,18900,17100,3600,0,4500,0,0,8100,0,108000,1.207758621,1.100425926,11.8206,927.8562045,West Canada Creek,12,Mohawk River Basin,1203-0071,Minor Lakes Trib to Metcalf Brook,Mohawk River,184.678009,1203BEA0881,1203BEA0881_C,-74.7083969,43.4743996,5,Hamilton,Lake,Centroid
W02020004002912,45900,0,0,0,0,0,22500,3600,2700,0,3600,0,0,10800,3600,92700,1.185384615,1.09360302,8.337408465,817.253444,Mohawk River Main Stem,12,Mohawk River Basin,1201-0173,Lake Tribs to Fire Flow,Mohawk River,217.3526917,1201PRA0733,1201PRA0733_C,-74.4738998,43.178299,5,Fulton,Lake,Centroid
W04140102001182,18000,25200,5400,2700,0,0,1727100,14400,44100,14400,5400,0,0,533700,71100,2461500,1.093926335,1.093239894,15.6403,1315.132947,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs., , , ,1643.26648,0303ALD5064,0303ALD5064_C,-75.7834015,43.6599998,7,Oswego,Lake,Centroid
W02020004002840,49500,0,0,0,0,0,26100,20700,2700,0,4500,0,0,16200,0,119700,1.154487179,1.090609858,10.9923,912.1103123,West Canada Creek,12,Mohawk River Basin,1203-0044,Mounts Creek Lake,Mohawk River,178.0093079,1203MOU0814,1203MOU0814_C,-74.8386002,43.3270988,6,Herkimer,Lake,Centroid
W02020004002710,282600,0,0,0,0,0,13500,110700,30600,4500,15300,0,0,16200,0,473400,1.217311321,1.087587664,86.9928,5646.056179,West Canada Creek,12,Mohawk River Basin,1203-0081,Pillsbury Lake,Mohawk River,1773.172485,1203PIL0938,1203PIL0938_C,-74.5347977,43.597599,5,Hamilton,Lake,Centroid
W02020004002856,33300,0,0,0,0,0,7200,18900,13500,0,2700,0,0,0,0,75600,1.153829787,1.086084656,9.924025029,916.4283238,Mohawk River Main Stem,12,Mohawk River Basin,1201-0187,"West Cr, Black Cr, Deer Lakes, Bills Pd",Mohawk River,67.7847137,1201DEE0775,1201DEE0775_C,-74.7024994,43.289299,5,Hamilton,Lake,Centroid
W02020004002807,194400,0,0,0,0,0,18900,189000,126900,0,20700,0,0,47700,2700,600300,1.122904656,1.083105114,43.6756,2194.347551,Mohawk River Main Stem,12,Mohawk River Basin,1201-0191,Trout Lake,Mohawk River,602.6837158,1201TRO0793,1201TRO0793_C,-74.7127991,43.3470001,5,Hamilton,Lake,Centroid
W02020004002879,54000,0,0,0,0,0,124200,10800,12600,0,8100,0,0,25200,900,235800,1.107376238,1.0827905,6.994949853,980.1965586,West Canada Creek,12,Mohawk River Basin, , , ,216.0106049,1203UWB0830A,1203UWB0830A_C,-74.7373962,43.2681007,6,Herkimer,Lake,Centroid
W02020004002933,70200,0,0,0,0,0,58500,66600,24300,0,9900,0,0,60300,0,289800,1.108647541,1.082332643,20.1514,1630.442555,Mohawk River Main Stem,12,Mohawk River Basin,1201-0141,Hinds Pond,Mohawk River,381.8134766,1201HIN0690A,1201HIN0690A_DH,-74.35334,43.1085,5,Fulton,Lake,Deep Hole
W02020004002824,55800,0,0,0,0,0,35100,0,11700,0,3600,0,0,0,900,107100,1.169122807,1.08101774,13.2958,883.6833214,Mohawk River Main Stem,12,Mohawk River Basin, , , ,77.1180344,1201UWB0783,1201UWB0783_C,-74.6386032,43.3119011,5,Hamilton,Lake,Centroid
W04140102001207,82800,8100,0,0,0,0,288000,900,45000,0,1800,0,0,180000,49500,656100,1.091208791,1.079699741,12.6806,1164.044139,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs., , , ,536.7528076,0303UWB5133,0303UWB5133_C,-75.9341965,43.5819016,7,Oswego,Lake,Centroid
W04120102000732,0,0,0,0,0,0,3600,0,0,900,900,1800,0,62100,33300,102600,1.078157895,1.078167641,7.953228865,961.6655179,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin, , , ,15.1500216,,,0,0,0,,,
W02020004002843,208800,0,0,0,0,0,40500,26100,48600,0,10800,0,0,0,0,334800,1.206571429,1.077744922,58.1241,3893.859337,West Canada Creek,12,Mohawk River Basin,1203-0049,Long Lake,Mohawk River,253.5686798,1203LON0823,1203LON0823_C,-74.7179031,43.3140984,5,Hamilton,Lake,Centroid
W02020004002860,81900,0,0,0,0,0,142200,900,22500,0,9000,0,0,24300,0,280800,1.109049774,1.077247151,27.5919,1715.628727,West Canada Creek,12,Mohawk River Basin,1203-0051,Boyer Lake,Mohawk River,300.2337341,1203BOY0829,1203BOY0829_C,-74.7443008,43.2910004,6,Herkimer,Lake,Centroid
W02020004002857,61200,0,0,0,0,0,10800,27900,63000,0,5400,0,0,3600,0,171900,1.117560976,1.075712624,12.882,1104.192321,West Canada Creek,12,Mohawk River Basin,1201-0187,"West Cr, Black Cr, Deer Lakes, Bills Pd",Mohawk River,177.565506,1203BLA0832,1203BLA0832_C,-74.7189026,43.2935982,5,Hamilton,Lake,Centroid
W02020004002889,14977800,1745100,140400,13500,900,93600,77117400,41584500,23241600,174600,881100,452700,7200,41085900,4604400,206120700,1.081551363,1.075625422,2796.17,46893.59289,West Canada Creek,12,Mohawk River Basin,1203-0022,Hinckley Reservoir,Mohawk River,237047.5938,1203HIN0799,1203HIN0799_C,-75.0736008,43.3325996,6,Herkimer,Lake,Centroid
W04120104001035,108000,0,0,0,0,0,5400,0,0,0,0,11700,0,32400,280800,438300,1.097057221,1.073143965,153,6601.783244,Tonawanda Creek,1,Lake Erie-Niagara River Basin, , , ,566.4609985,,,0,0,0,,,
W02020004002906,55800,0,0,0,0,0,31500,18900,9000,0,3600,0,0,0,0,118800,1.137714286,1.073038721,21.1236,1434.86769,Mohawk River Main Stem,12,Mohawk River Basin,1201-0171,Indian Lake,Mohawk River,245.1341095,1201IND0725,1201IND0725_C,-74.4692993,43.1915016,5,Fulton,Lake,Centroid
W02020004002886,97200,3600,0,0,0,0,238500,12600,18900,0,2700,0,0,13500,900,387900,1.095696594,1.071719515,65.634,2368.024785,Mohawk River Main Stem,12,Mohawk River Basin,1201-0169,Stoner Lakes,Mohawk River,733.3676147,1201WST0722,1201WST0722_C,-74.5330963,43.2249985,5,Fulton,Lake,Centroid
W02020004002871,41400,0,0,0,0,0,13500,40500,23400,0,3600,0,0,0,0,122400,1.107111111,1.070890523,8.278067058,1040.891061,Mohawk River Main Stem,12,Mohawk River Basin,1201-0181,"Dexter, Spectacle and Dry Lakes",Mohawk River,311.3532104,1201DRY0761,1201DRY0761_C,-74.5840988,43.2499008,5,Hamilton,Lake,Centroid
W02020005000854,49500,0,0,0,0,0,19800,73800,18900,0,1800,3600,0,36900,0,204300,1.091744186,1.069520313,17.1634,1969.609575,Schoharie Creek *,12,Mohawk River Basin, , , ,74.904892,1202UWB5172,1202UWB5172_C,-74.1135025,42.5535011,4,Albany,Lake,Centroid
W02020004002844,277200,0,0,0,0,0,103500,26100,90000,0,14400,0,0,900,0,512100,1.147739464,1.067769967,24.977,1683.041219,West Canada Creek,12,Mohawk River Basin,1203-0002,Lakes tributary to Jerseyfield Lake,Mohawk River,462.6831055,1203DIA0822,1203DIA0822_C,-74.729599,43.3077011,5,Hamilton,Lake,Centroid
W02020004002733,33300,0,0,0,0,0,10800,12600,3600,2700,900,0,0,8100,900,72900,1.124318182,1.067544582,10.486,790.7564764,West Canada Creek,12,Mohawk River Basin,1203-0074,"Caswell, Deer, Otter, Goose Lakes",Mohawk River,78.4501801,1203CAS0910A,1203CAS0910A_C,-74.7520981,43.5315018,5,Hamilton,Lake,Centroid
W02020004002939,1224900,216000,6300,0,0,0,11112300,2359800,3846600,16200,100800,41400,1800,7335000,203400,26464500,1.067304593,1.064189461,99.1804,7323.543983,Mohawk River Main Stem,12,Mohawk River Basin, , , ,23498.37695,1201SPR0706A,1201SPR0706A_C,-74.8396988,43.1725006,6,Herkimer,Lake,Centroid
W02020004003052,45000,0,0,0,0,0,19800,6300,7200,4500,0,1800,0,52200,18000,154800,1.086721311,1.061518088,15.0142,1083.608616,Mohawk River Main Stem,12,Mohawk River Basin,1202-0036,"Clausen, Bowmaker Ponds",Mohawk River,588.2440186,1201CLA0589B,1201CLA0589B_C,-74.6160965,42.7834015,4,Schoharie,Lake,Centroid
W02020004002751,81000,0,0,0,0,0,78300,81900,0,0,6300,0,0,1800,0,249300,1.090213904,1.060906538,13.7425,1093.693991,West Canada Creek,12,Mohawk River Basin,1203-0070,"Metcalf Lake, Metcalf Chain of Lakes",Mohawk River,266.0142212,1203MME0899,1203MME0899_C,-74.639801,43.4752998,5,Hamilton,Lake,Centroid
W02020004002772,119700,0,0,0,0,0,19800,123300,1800,0,8100,0,0,50400,12600,335700,1.090375,1.058153113,15.7277,1006.236398,West Canada Creek,12,Mohawk River Basin,1203-0065,"Sucker Pond, Three Mile Vly",Mohawk River,484.6755066,1203SUC0870,1203SUC0870_C,-74.8324966,43.4728012,6,Herkimer,Lake,Centroid
W02020004002905,48600,0,0,0,0,0,11700,1800,11700,0,2700,0,0,35100,1800,113400,1.100416667,1.057389771,14.5934,1148.776769,Mohawk River Main Stem,12,Mohawk River Basin,1201-0168,Broomstick (Goose Egg) Lake,Mohawk River,249.3497009,1201BRO0720,1201BRO0720_C,-74.5423965,43.2083015,5,Fulton,Lake,Centroid
W02020004002907,93600,0,0,0,0,0,7200,37800,0,0,3600,0,0,10800,0,153000,1.146060606,1.056712418,32.8268,2076.839341,Mohawk River Main Stem,12,Mohawk River Basin,1201-0009,"Green, Otter and Stewart Lakes",Mohawk River,233.1299438,1201STE0730,1201STE0730_C,-74.4805984,43.1862984,5,Fulton,Lake,Centroid
W04120102000751,7200,900,0,0,0,0,39600,11700,36000,0,0,0,0,0,0,95400,1.060408163,1.055859539,6.958237271,723.9533683,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin, , , ,51.9046173,0104UWB5616,0104UWB5616_C,-78.7578964,42.3572998,9,Cattaraugus,Lake,Centroid
W02020004002916,315000,98100,0,900,0,0,4381200,1829700,2505600,10800,49500,8100,0,3425400,643500,13267800,1.057065036,1.055710291,324.704,11553.11791,West Canada Creek,12,Mohawk River Basin,1203-0052,Black Creek (Gray) Reservoir,Mohawk River,14653.68359,1203BLA0827,1203BLA0827_C,-74.9159012,43.2532997,6,Herkimer,Lake,Centroid
W02020004002865,62100,0,0,0,0,0,7200,6300,30600,0,2700,0,0,8100,0,117000,1.11852459,1.055623932,14.6655,1032.250326,Mohawk River Main Stem,12,Mohawk River Basin,1201-0008,Redlouse Lake,Mohawk River,172.457901,1201RED0771,1201RED0771_C,-74.6364975,43.2650986,5,Hamilton,Lake,Centroid
W02020004002738,45000,0,0,0,0,0,72900,89100,0,0,5400,0,0,24300,900,237600,1.067570093,1.054776936,7.950030622,1011.726756,West Canada Creek,12,Mohawk River Basin, , , ,202.235321,1203UWB0868,1203UWB0868_C,-74.6107025,43.4986992,5,Hamilton,Lake,Centroid
W02020004002763,97200,0,0,0,0,0,20700,48600,18900,0,4500,0,0,9000,0,198900,1.106637168,1.054529915,10.9509,824.4985657,West Canada Creek,12,Mohawk River Basin,1203-0071,Minor Lakes Trib to Metcalf Brook,Mohawk River,284.9014587,1203LRO0880,1203LRO0880_C,-74.7070999,43.4710007,5,Hamilton,Lake,Centroid
W02020004002756,489600,0,0,0,0,0,320400,406800,13500,0,28800,0,0,32400,1800,1293300,1.086360582,1.053668136,88.0148,6600.743806,West Canada Creek,12,Mohawk River Basin,1203-0070,"Metcalf Lake, Metcalf Chain of Lakes",Mohawk River,1145.807617,1203MET0897,1203MET0897_C,-74.6548004,43.467701,5,Hamilton,Lake,Centroid
W02020004002713,38700,0,0,0,0,0,900,29700,2700,0,1800,0,0,8100,900,82800,1.098367347,1.052403382,6.68795452,655.3154463,West Canada Creek,12,Mohawk River Basin, , , ,52.2285995,1203STU0935,1203STU0935_C,-74.5714035,43.5908012,5,Hamilton,Lake,Centroid
W02020004003083,81000,0,0,0,0,0,49500,54900,16200,0,4500,0,0,900,900,207900,1.085460993,1.052169312,30.1409,2954.785376,Mohawk River Main Stem,12,Mohawk River Basin,1201-0188,"Iron Lake, Black Cat Lake",Mohawk River,182.6797943,1201IRO0779,1201IRO0779_C,-74.5954971,43.3116989,5,Hamilton,Lake,Centroid
W02020004002760,137700,0,0,0,0,0,172800,55800,123300,0,11700,0,0,44100,0,545400,1.069161148,1.051701503,32.1835,2854.52863,West Canada Creek,12,Mohawk River Basin,1203-0004,T Lake,Mohawk River,721.3607788,1203T L0862,1203T L0862_C,-74.5845032,43.4544983,5,Hamilton,Lake,Centroid
W02020005000900,264600,14400,900,0,0,0,703800,457200,2066400,900,13500,26100,0,243900,11700,3803400,1.055396745,1.051543093,26.6288,1540.029987,Schoharie Creek * (w/I NY watershed),12,Mohawk River Basin,1202-0064,Colgate Lake,Mohawk River,3320.871582,1202COL0649,1202COL0649_C,-74.1197968,42.2355003,4,Greene,Lake,Centroid
W02020004002838,41400,0,0,0,0,0,50400,1800,26100,0,2700,0,0,4500,0,126900,1.076105263,1.051284476,7.671579899,777.4142641,West Canada Creek,12,Mohawk River Basin,1203-0002,Lakes tributary to Jerseyfield Lake,Mohawk River,90.8957214,1203POT0818,1203POT0818_C,-74.762001,43.3204994,5,Hamilton,Lake,Centroid
W02020004002780,58500,0,0,0,0,0,64800,4500,5400,2700,1800,0,0,900,0,138600,1.088539326,1.051176046,14.0039,1279.997626,West Canada Creek,12,Mohawk River Basin,1203-0061,"Pine, Little Pine Lakes",Mohawk River,62.6738586,1203LPI0855,1203LPI0855_C,-74.6445007,43.4071007,5,Hamilton,Lake,Centroid
W02020004002790,51300,0,0,0,0,0,8100,26100,36000,0,2700,0,0,5400,0,129600,1.083103448,1.050216049,13.014,1171.203326,Mohawk River Main Stem,12,Mohawk River Basin,1201-0190,"Barto Lake, Mud Pond",Mohawk River,127.1200714,1201MUD0788,1201MUD0788_C,-74.6746979,43.3755989,5,Hamilton,Lake,Centroid
W02020004002850,60300,0,0,0,0,0,19800,63900,106200,0,6300,0,0,34200,14400,305100,1.062022059,1.049767289,12.2322,1077.128301,Mohawk River Main Stem,12,Mohawk River Basin,1201-0187,"West Cr, Black Cr, Deer Lakes, Bills Pd",Mohawk River,290.4598694,1201WCR0773,1201WCR0773_C,-74.7060013,43.297699,5,Hamilton,Lake,Centroid
W02020004002903,31500,0,0,0,0,0,32400,11700,7200,0,1800,0,0,2700,0,87300,1.077741935,1.049702176,7.32621975,687.97696,Mohawk River Main Stem,12,Mohawk River Basin,1201-0173,Lake Tribs to Fire Flow,Mohawk River,78.6760483,1201LHO0736,1201LHO0736_C,-74.4417038,43.1920013,5,Fulton,Lake,Centroid
W02020004002765,37800,0,0,0,0,0,27900,57600,0,0,2700,0,0,5400,0,131400,1.069519231,1.049528158,12.1177,1167.103588,West Canada Creek,12,Mohawk River Basin, , , ,53.3393097,1203BUC0861,1203BUC0861_C,-74.6560974,43.4612999,5,Hamilton,Lake,Centroid
W02020004002755,99900,0,0,0,0,0,224100,149400,0,0,9900,0,0,9900,0,493200,1.060663616,1.04837794,7.11042788,759.3961951,West Canada Creek,12,Mohawk River Basin,1203-0070,"Metcalf Lake, Metcalf Chain of Lakes",Mohawk River,452.9077759,1203LME0898,1203LME0898_C,-74.6444016,43.4723015,5,Hamilton,Lake,Centroid
W02020004002876,175500,0,0,0,0,0,64800,79200,28800,0,7200,0,0,5400,900,361800,1.093140097,1.047962963,167.063,7176.641884,Mohawk River Main Stem,12,Mohawk River Basin,1201-0181,"Dexter, Spectacle and Dry Lakes",Mohawk River,1290.040649,1201SPE0760,1201SPE0760_C,-74.5789032,43.2382011,5,Fulton,Lake,Centroid
W02020004002833,58500,0,0,0,0,0,61200,14400,25200,0,3600,0,0,27000,6300,196200,1.063006536,1.04422528,16.5667,1051.348971,Mohawk River Main Stem,12,Mohawk River Basin, , , ,218.9029846,1201MOR0778A,1201MOR0778A_C,-74.5995026,43.2935982,5,Hamilton,Lake,Centroid
W02020004002784,1450800,125100,27000,900,900,0,15434100,3554100,2798100,10800,72000,26100,6300,3571200,525600,27603000,1.046156996,1.043731044,23.5922,3369.717539,West Canada Creek,12,Mohawk River Basin, , , ,28934.30469,,,0,0,0,,,
W02020004002709,54000,0,0,0,0,0,84600,95400,6300,0,4500,0,0,5400,900,251100,1.055022831,1.043193947,19.1605,1286.441807,West Canada Creek,12,Mohawk River Basin, , , ,280.6839905,1203TWI0934,1203TWI0934_C,-74.6204987,43.6200981,5,Hamilton,Lake,Centroid
W02020004002883,132300,0,0,0,0,0,27000,60300,21600,0,4500,0,0,9900,0,255600,1.087956204,1.04243349,15.2618,1639.726746,Mohawk River Main Stem,12,Mohawk River Basin,1201-0007,"Knapps Long Lake, Long Pond",Mohawk River,386.2418823,1201KNA0753,1201KNA0753_C,-74.6127014,43.2453003,5,Fulton,Lake,Centroid
W02020004002773,206100,0,0,0,0,0,140400,54900,102600,0,9900,0,0,29700,18900,562500,1.066944444,1.042417778,74.6716,4040.606884,West Canada Creek,12,Mohawk River Basin,1203-0069,Big Rock Lake,Mohawk River,1022.690002,1203ROC0883,1203ROC0883_C,-74.6969986,43.4462013,5,Hamilton,Lake,Centroid
W02020004002783,1390500,100800,24300,900,900,0,13526100,3333600,2658600,10800,72000,26100,6300,3186900,403200,24741000,1.044786279,1.042269229,104.097,7977.278749,West Canada Creek,12,Mohawk River Basin,1203-0064,The Floe,Mohawk River,26022.54883,1203THE0850A,1203THE0850A_C,-74.7041016,43.4007988,5,Hamilton,Lake,Centroid
W02020004002872,77400,0,0,0,0,0,125100,13500,105300,0,6300,0,0,36000,900,364500,1.052884013,1.041657064,9.564172768,1213.987074,Mohawk River Main Stem,12,Mohawk River Basin, , , ,451.809845,,,0,0,0,,,
W02020004002911,230400,0,0,0,0,0,52200,8100,19800,0,5400,0,0,7200,0,323100,1.14038835,1.040281647,112.542,5634.441674,Mohawk River Main Stem,12,Mohawk River Basin,1201-0167,Nine Corners Lake,Mohawk River,482.9139099,1201NIN0719,1201NIN0719_C,-74.5512009,43.1935005,5,Fulton,Lake,Centroid
W02020004002724,80100,0,0,0,0,0,298800,131400,0,0,9000,0,0,22500,1800,543600,1.046796117,1.039902502,40.1952,1906.027241,West Canada Creek,12,Mohawk River Basin,1203-0007,"Spruce, Balsam Lakes",Mohawk River,758.4685669,1203BAL0909,1203BAL0909_C,-74.5998001,43.5359993,5,Hamilton,Lake,Centroid
